sender,timestamp,message,msg_len,word_count,hour,is_question,is_emoji,is_photo,is_video,emotion,affection_score,nouns
건희,2024-05-02 17:09:00,책이름이,4,1,17,0,0,0,0,neutral,0,['이름']
건희,2024-05-02 17:09:00,스파크 어쩌구인데',10,2,17,0,0,0,0,negative,0,"['스파크', '어쩌구']"
안우섭,2024-05-02 17:09:00,이렇게만,4,1,17,0,0,0,0,very_negative,0,[]
건희,2024-05-02 17:09:00,암튼 위키독스 스파크 어쩌구,15,4,17,0,0,0,0,negative,0,"['위키', '독스', '스파크', '어쩌구']"
안우섭,2024-05-02 17:09:00,전달하면,4,1,17,0,0,0,0,neutral,0,['전달']
안우섭,2024-05-02 17:09:00,알아듣지,4,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:10:00,거기에 있는,6,2,17,0,0,0,0,neutral,0,['거기']
안우섭,2024-05-02 17:10:00,구체적으로,5,1,17,0,0,0,0,neutral,0,['구체']
건희,2024-05-02 17:10:00,https://wikidocs.net/28512,26,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:10:00,어떤 문제인지가 숭금한가봄,14,3,17,0,0,0,0,neutral,0,"['인지', '숭금']"
건희,2024-05-02 17:10:00,이거 사이트인데,8,2,17,0,0,0,0,negative,0,['사이트']
안우섭,2024-05-02 17:10:00,다,1,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:10:00,하라고할게,5,1,17,0,0,0,0,neutral,0,['하라']
안우섭,2024-05-02 17:10:00,그냥,2,1,17,0,0,0,0,neutral,0,['그냥']
건희,2024-05-02 17:10:00,아니 그걸 내가 어떻게알아,14,4,17,0,0,0,0,very_negative,0,[]
건희,2024-05-02 17:10:00,수업시간에 한건데,9,2,17,0,0,0,0,neutral,0,"['수업', '시간']"
안우섭,2024-05-02 17:10:00,ㅇㅋ,2,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:10:00,"일단 위키독스 4 데이타셋,데이타프레임은 맞음",25,5,17,0,0,0,0,neutral,0,"['일단', '위키', '독스', '데이타', '데이타', '프레임']"
건희,2024-05-02 17:10:00,그리고 나머지는,8,2,17,0,0,0,0,neutral,0,['나머지']
건희,2024-05-02 17:11:00,걍 내꺼 배껴서 코드만 써서 캡쳐하라해 걍,23,7,17,0,0,0,0,neutral,0,"['코드', '캡쳐']"
안우섭,2024-05-02 17:11:00,ㄴㄴ,2,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:11:00,괜히 너 곤란함,8,3,17,0,0,0,0,negative,0,[]
안우섭,2024-05-02 17:11:00,그냥,2,1,17,0,0,0,0,neutral,0,['그냥']
안우섭,2024-05-02 17:11:00,여기서 수업 내용 진도에 맞는거,17,5,17,0,0,0,0,neutral,0,"['여기', '수업', '내용', '진도']"
안우섭,2024-05-02 17:11:00,8개 만들어서,7,2,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:11:00,하라고 했름,6,2,17,0,0,0,0,positive,0,"['하라', '했름']"
건희,2024-05-02 17:12:00,그게 한 3 4 주치 실습인데,16,6,17,0,0,0,0,neutral,0,"['그게', '주치', '실습']"
건희,2024-05-02 17:12:00,뭐 암튼,4,2,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:12:00,굳,1,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:12:00,ㅇㅇ,2,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:12:00,이따봅세,4,1,17,0,0,0,0,neutral,0,['이따']
안우섭,2024-05-02 17:12:00,ㅇㅋ,2,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:12:00,ㅇㅇ,2,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:12:00,아,1,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:12:00,밥 안먹?,5,2,17,1,0,0,0,neutral,0,[]
건희,2024-05-02 17:12:00,바로 집?,5,2,17,1,0,0,0,neutral,0,['바로']
안우섭,2024-05-02 17:12:00,고민,2,1,17,0,0,0,0,neutral,0,['고민']
안우섭,2024-05-02 17:12:00,밥,1,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:12:00,먹고싶은거,5,1,17,0,0,0,0,positive,0,[]
안우섭,2024-05-02 17:12:00,찾아봄,3,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:12:00,ㅇㅋㅇㅋ,4,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:12:00,굳,1,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:19:00,튀 나와라,5,2,17,0,0,0,0,neutral,0,['나와라']
건희,2024-05-02 17:19:00,9분만,3,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-02 17:19:00,ㅋㅋㅋ,3,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-02 17:28:00,나와라,3,1,17,0,0,0,0,neutral,0,['나와라']
안우섭,2024-05-07 10:34:00,뭐해,2,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 10:34:00,로마,2,1,10,0,0,0,0,neutral,0,['로마']
건희,2024-05-07 10:47:00,수업듣는중,5,1,10,0,0,0,0,neutral,0,['수업']
안우섭,2024-05-07 12:13:00,공붖,2,1,12,0,0,0,0,neutral,0,['공붖']
안우섭,2024-05-07 12:13:00,공부,2,1,12,0,0,0,0,neutral,0,['공부']
안우섭,2024-05-07 12:13:00,1도 안되노 ㅋㅋ,9,3,12,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 12:13:00,ㅈ됐ㄷ,3,1,12,0,0,0,0,neutral,0,[]
건희,2024-05-07 12:14:00,감동,2,1,12,0,0,0,0,positive,0,['감동']
안우섭,2024-05-07 12:14:00,검색해줘,4,1,12,0,0,0,0,neutral,0,['검색']
안우섭,2024-05-07 12:14:00,제발,2,1,12,0,0,0,0,neutral,0,['제발']
안우섭,2024-05-07 12:14:00,그냥,2,1,12,0,0,0,0,neutral,0,['그냥']
안우섭,2024-05-07 12:14:00,구글에,3,1,12,0,0,0,0,neutral,0,['구글']
안우섭,2024-05-07 12:14:00,감동란,3,1,12,0,0,0,0,neutral,0,['감동']
안우섭,2024-05-07 12:14:00,이라고만 쳐봐,7,2,12,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 12:14:00,고추뗴 ㅅㅂ,6,2,12,0,0,0,0,neutral,0,['고추']
안우섭,2024-05-07 12:14:00,시크릿모드,5,1,12,0,0,0,0,neutral,0,"['시크릿', '모드']"
건희,2024-05-07 12:14:00,에헤이,3,1,12,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 12:14:00,ㅋㅋ,2,1,12,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 12:14:00,완료 ㅎㅎ,5,2,12,0,0,0,0,very_negative,0,['완료']
건희,2024-05-07 12:14:00,나락갈뻔,4,1,12,0,0,0,0,negative,0,['나락갈뻔']
안우섭,2024-05-07 12:56:00,근데,2,1,12,0,0,0,0,negative,0,[]
안우섭,2024-05-07 12:57:00,그냥,2,1,12,0,0,0,0,neutral,0,['그냥']
안우섭,2024-05-07 12:57:00,연결만 하면되지,8,2,12,0,0,0,0,negative,0,['연결']
안우섭,2024-05-07 12:57:00,왜 루트로,5,2,12,0,0,0,0,very_negative,0,['루트']
안우섭,2024-05-07 12:57:00,올라가면서,5,1,12,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 12:57:00,재연결함?,5,1,12,1,0,0,0,neutral,0,"['재연', '결함']"
안우섭,2024-05-07 12:57:00,그냥 put하면 끝아님?,13,3,12,1,0,0,0,neutral,0,['그냥']
안우섭,2024-05-07 12:57:00,어차피 전에거는 이미 연결되어 있는데,20,5,12,0,0,0,0,neutral,0,"['어차피', '연결']"
건희,2024-05-07 12:57:00,그니까 의미없다고 했음,12,3,12,0,0,0,0,very_negative,0,['의미']
건희,2024-05-07 12:57:00,그래서 내가 아~,9,3,12,0,0,0,0,neutral,0,[]
건희,2024-05-07 12:57:00,했잖아 ㅋㅋ,6,2,12,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 12:57:00,ㅋㅋ;,3,1,12,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 12:57:00,ㅎ,1,1,12,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 13:05:00,2번답뭐임?,6,1,13,1,0,0,0,neutral,0,"['번답', '뭐임']"
건희,2024-05-07 13:05:00,"2,3 인듯",6,2,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 13:06:00,높이 3임,5,2,13,0,0,0,0,neutral,0,['높이']
안우섭,2024-05-07 13:06:00,높이가,3,1,13,0,0,0,0,neutral,0,['높이']
안우섭,2024-05-07 13:06:00,어떻게,3,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 13:06:00,두개야,3,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 13:06:00,시봉아,3,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 13:06:00,하나지,3,1,13,0,0,0,0,neutral,0,['하나']
안우섭,2024-05-07 13:06:00,사진,2,1,13,0,0,1,0,neutral,0,['사진']
안우섭,2024-05-07 13:06:00,지롤말고,4,1,13,0,0,0,0,very_negative,0,[]
안우섭,2024-05-07 13:06:00,봐라,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 13:06:00,아,1,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 13:06:00,너 나랑,4,2,13,0,0,0,0,positive,0,[]
안우섭,2024-05-07 13:06:00,문제,2,1,13,0,0,0,0,neutral,0,['문제']
안우섭,2024-05-07 13:06:00,다르구나,4,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 13:07:00,사진,2,1,13,0,0,1,0,neutral,0,['사진']
안우섭,2024-05-07 13:07:00,이렇게,3,1,13,0,0,0,0,negative,0,[]
안우섭,2024-05-07 13:07:00,나왔니,3,1,13,0,0,0,0,negative,0,[]
건희,2024-05-07 13:07:00,ㅇㅇ,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 16:04:00,한계왔다,4,1,16,0,0,0,0,neutral,0,['한계']
안우섭,2024-05-07 16:04:00,퀴즈,2,1,16,0,0,0,0,neutral,0,['퀴즈']
안우섭,2024-05-07 16:04:00,내놔,2,1,16,0,0,0,0,neutral,0,[]
건희,2024-05-07 16:05:00,10분 견뎌,6,2,16,0,0,0,0,neutral,0,[]
안우섭,2024-05-07 16:05:00,ㅋ,1,1,16,0,0,0,0,neutral,0,[]
안우섭,2024-05-09 00:03:00,희건아,3,1,0,0,0,0,0,very_negative,0,['건아']
안우섭,2024-05-09 00:03:00,낼 에슐리,5,2,0,0,0,0,0,neutral,0,['에슐리']
안우섭,2024-05-09 00:03:00,디너 ㄱ?,5,2,0,1,0,0,0,neutral,0,['디너']
안우섭,2024-05-09 00:03:00,유튜브,3,1,0,0,0,0,0,neutral,0,['유튜브']
안우섭,2024-05-09 00:03:00,보는거 다 안다,8,3,0,0,0,0,0,negative,0,[]
안우섭,2024-05-09 00:03:00,디진다,3,1,0,0,0,0,0,negative,0,[]
건희,2024-05-09 00:25:00,나혼자만 레벨업 중 ㅋ,12,4,0,0,0,0,0,neutral,0,"['혼자', '레벨']"
건희,2024-05-09 00:25:00,언제?,3,1,0,1,0,0,0,neutral,0,['언제']
안우섭,2024-05-09 00:25:00,그냥 끝나고,6,2,0,0,0,0,0,neutral,0,['그냥']
안우섭,2024-05-09 00:25:00,근로,2,1,0,0,0,0,0,neutral,0,['근로']
안우섭,2024-05-09 00:25:00,저역 먹고,5,2,0,0,0,0,0,very_negative,0,[]
안우섭,2024-05-09 00:25:00,집가는 루트,6,2,0,0,0,0,0,neutral,0,['루트']
건희,2024-05-09 00:27:00,아 디너가 저녁이지,10,3,0,0,0,0,0,very_negative,0,"['디너', '저녁']"
건희,2024-05-09 00:27:00,굳,1,1,0,0,0,0,0,neutral,0,[]
건희,2024-05-09 00:27:00,먹고 도서관 ㅋㅋㅋ,10,3,0,0,0,0,0,neutral,0,['도서관']
안우섭,2024-05-09 00:29:00,ㅇㅋ,2,1,0,0,0,0,0,neutral,0,[]
건희,2024-05-09 09:11:00,오늘 못 먹는다,8,3,9,0,0,0,0,negative,0,['오늘']
건희,2024-05-09 09:11:00,약속 있었네,6,2,9,0,0,0,0,negative,0,['약속']
건희,2024-05-09 09:12:00,이모티콘,4,1,9,0,0,0,0,neutral,0,['이모티콘']
안우섭,2024-05-09 09:23:00,배신의 아이콘,7,2,9,0,0,0,0,neutral,0,"['배신', '아이콘']"
안우섭,2024-05-09 09:23:00,ㅅㅂ,2,1,9,0,0,0,0,neutral,0,[]
건희,2024-05-09 09:39:00,ㅎㅎ,2,1,9,0,0,0,0,neutral,0,[]
건희,2024-05-09 09:39:00,이따봐 ㅋㅋ,6,2,9,0,0,0,0,very_negative,0,['이따']
안우섭,2024-05-09 11:54:00,오맨뒤 앞,5,2,11,0,0,0,0,neutral,0,['맨뒤']
안우섭,2024-05-09 15:00:00,넵,1,1,15,0,0,0,0,neutral,0,[]
안우섭,2024-05-09 15:00:00,혐이다,3,1,15,0,0,0,0,neutral,0,[]
건희,2024-05-12 16:46:00,사진,2,1,16,0,0,1,0,neutral,0,['사진']
건희,2024-05-12 16:46:00,하다가 모르면 물어봄,11,3,16,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:00:00,일이 있어가지고,8,2,17,0,0,0,0,positive,0,[]
안우섭,2024-05-12 17:01:00,나도 사실 딱,7,3,17,0,0,0,0,very_negative,0,['사실']
건희,2024-05-12 17:01:00,5시간뒤에 답장해도됨,11,2,17,0,0,0,0,neutral,0,['답장']
안우섭,2024-05-12 17:01:00,여기까지만,5,1,17,0,0,0,0,very_negative,0,['여기']
안우섭,2024-05-12 17:01:00,ㅇㅋ,2,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:01:00,일단,2,1,17,0,0,0,0,neutral,0,['일단']
안우섭,2024-05-12 17:01:00,ㅇㅋ,2,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:01:00,답장을 못햇음,7,2,17,0,0,0,0,negative,0,"['답장', '못햇음']"
안우섭,2024-05-12 17:01:00,방금,2,1,17,0,0,0,0,neutral,0,['방금']
건희,2024-05-12 17:01:00,나도 알바중,6,2,17,0,0,0,0,very_negative,0,['알바']
건희,2024-05-12 17:01:00,귿,1,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:01:00,구라 ㄴ,4,2,17,0,0,0,0,neutral,0,['구라']
건희,2024-05-12 17:01:00,ㄹㅇ,2,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:01:00,ㅗ,1,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-12 17:01:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,13,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:01:00,ㅇㅋ,2,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:01:00,ㅋㅋ,2,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-12 17:02:00,일하셈 ㅋ,5,2,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:02:00,건희 그래서 슐리는 언제?,14,4,17,1,0,0,0,neutral,0,"['건희', '슐리', '언제']"
안우섭,2024-05-12 17:02:00,ㅅㅂ,2,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:02:00,가지마,3,1,17,0,0,0,0,neutral,0,[]
안우섭,2024-05-12 17:02:00,그냥,2,1,17,0,0,0,0,neutral,0,['그냥']
건희,2024-05-12 17:02:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,11,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-12 17:02:00,담주,2,1,17,0,0,0,0,neutral,0,[]
건희,2024-05-12 17:02:00,상황되면,4,1,17,0,0,0,0,neutral,0,['상황']
건희,2024-05-12 17:02:00,바로 조져,5,2,17,0,0,0,0,positive,0,['바로']
안우섭,2024-05-12 17:02:00,거짓부렁이,5,1,17,0,0,0,0,very_negative,0,['거짓부렁']
건희,2024-05-12 17:03:00,처세술이라고 하지,9,2,17,0,0,0,0,negative,0,['처세술']
건희,2024-05-12 17:42:00,사진,2,1,17,0,0,1,0,neutral,0,['사진']
건희,2024-05-12 17:42:00,파일: Untitled.mdj1.mdj,21,2,17,0,0,0,0,neutral,0,['파일']
건희,2024-05-12 17:42:00,그림은 다 땄는데,9,3,17,0,0,0,0,negative,0,['그림']
건희,2024-05-12 17:42:00,reserve 쪽에 선 밑에다가 점선 따는 거 어캐하는 지 모름,35,10,17,0,0,0,0,negative,0,"['점선', '어캐하', '모름']"
건희,2024-05-12 17:43:00,아숩,2,1,17,0,0,0,0,neutral,0,['아숩']
안우섭,2024-05-12 17:47:00,연구필요한듯,6,1,17,0,0,0,0,neutral,0,['연구']
안우섭,2024-05-12 17:47:00,언제까지내야돼 이거,10,2,17,0,0,0,0,very_negative,0,"['언제', '내야']"
건희,2024-05-12 17:47:00,사진,2,1,17,0,0,1,0,neutral,0,['사진']
건희,2024-05-12 17:47:00,오늘까지 맞나?,8,2,17,1,0,0,0,neutral,0,['오늘']
안우섭,2024-05-12 17:49:00,낼 오전12시,7,2,17,0,0,0,0,neutral,0,['오전']
건희,2024-05-12 18:03:00,일단 ㅇㅋ,5,2,18,0,0,0,0,neutral,0,['일단']
건희,2024-05-12 23:29:00,이거 어찌저찌 모양은 해결해서 일단 제출했어,24,6,23,0,0,0,0,positive,0,"['모양', '해결', '일단', '제출']"
안우섭,2024-05-13 00:14:00,고생했다,4,1,0,0,0,0,0,neutral,0,['고생']
건희,2024-05-13 00:18:00,제출기한 지났네,8,2,0,0,0,0,0,neutral,0,"['제출', '기한']"
건희,2024-05-13 00:18:00,큰일날 뻔 ㅋㅋㅋㅋ,10,3,0,0,0,0,0,very_negative,0,['큰일']
안우섭,2024-05-13 00:23:00,ㄴㄴ,2,1,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:23:00,오늘까지임,5,1,0,0,0,0,0,neutral,0,['오늘']
안우섭,2024-05-13 00:23:00,13일,3,1,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:24:00,사진,2,1,0,0,0,1,0,neutral,0,['사진']
안우섭,2024-05-13 00:24:00,어?,2,1,0,1,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:24:00,사진,2,1,0,0,0,1,0,neutral,0,['사진']
건희,2024-05-13 00:24:00,이모티콘,4,1,0,0,0,0,0,neutral,0,['이모티콘']
건희,2024-05-13 00:25:00,사진,2,1,0,0,0,1,0,neutral,0,['사진']
건희,2024-05-13 00:25:00,끝남 ㅋㅋㅋ,6,2,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:25:00,ㅋㅋㅋㅋ,4,1,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:25:00,대역죄인될뻔,6,1,0,0,0,0,0,neutral,0,"['대역', '죄인']"
안우섭,2024-05-13 00:25:00,내가 지금 정신이 없는듯,13,4,0,0,0,0,0,very_negative,0,"['지금', '정신']"
안우섭,2024-05-13 00:25:00,다행이다,4,1,0,0,0,0,0,neutral,0,['다행']
건희,2024-05-13 00:25:00,ㅋㅋㅋㅋㅋ,5,1,0,0,0,0,0,neutral,0,[]
건희,2024-05-13 00:25:00,굳,1,1,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:25:00,ㅋ,1,1,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:25:00,보상,2,1,0,0,0,0,0,neutral,0,['보상']
안우섭,2024-05-13 00:25:00,줄거니,3,1,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:25:00,ㅋㅋㅋㅋㅋㅋ,6,1,0,0,0,0,0,neutral,0,[]
건희,2024-05-13 00:25:00,이미 줌,4,2,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:25:00,춥다,2,1,0,0,0,0,0,neutral,0,['춥다']
건희,2024-05-13 00:25:00,배 뜨시게하고,7,2,0,0,0,0,0,neutral,0,[]
건희,2024-05-13 00:25:00,이제 잘거임,6,2,0,0,0,0,0,positive,0,['이제']
건희,2024-05-13 00:25:00,개꿀,2,1,0,0,0,0,0,neutral,0,['개꿀']
안우섭,2024-05-13 00:25:00,그만먹어,4,1,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:26:00,12시넘어서,6,1,0,0,0,0,0,neutral,0,[]
건희,2024-05-13 00:26:00,기말 끝나면 뺄거,9,3,0,0,0,0,0,neutral,0,[]
건희,2024-05-13 00:26:00,갠춘,2,1,0,0,0,0,0,neutral,0,[]
안우섭,2024-05-13 00:26:00,톡게시판 '공지': 기말 끝나면 뺄거,20,5,0,0,0,0,0,neutral,0,"['게시판', '공지']"
안우섭,2024-05-13 16:51:00,집갔냐,3,1,16,0,0,0,0,negative,0,[]
건희,2024-05-13 16:51:00,놉,1,1,16,0,0,0,0,neutral,0,[]
건희,2024-05-13 16:51:00,도서관,3,1,16,0,0,0,0,neutral,0,['도서관']
건희,2024-05-13 16:51:00,졸려뒤짐,4,1,16,0,0,0,0,very_negative,0,[]
안우섭,2024-05-13 16:52:00,안갈겨?,4,1,16,1,0,0,0,neutral,0,[]
건희,2024-05-13 16:52:00,ㅇㅇ,2,1,16,0,0,0,0,neutral,0,[]
건희,2024-05-13 16:52:00,할게많음,4,1,16,0,0,0,0,very_positive,0,[]
건희,2024-05-13 16:52:00,ㅋㅋㅋ,3,1,16,0,0,0,0,neutral,0,[]
건희,2024-05-14 11:28:00,"4,000원을 보냈어요.",13,2,11,0,0,0,0,neutral,0,[]
안우섭,2024-05-14 11:30:00,"4,000원 받기 완료!",13,3,11,0,0,0,0,very_positive,0,['완료']
안우섭,2024-05-14 11:47:00,안 끝나 ㅋㅋ..,9,3,11,0,0,0,0,neutral,0,[]
안우섭,2024-05-14 11:47:00,수업이,3,1,11,0,0,0,0,neutral,0,['수업']
건희,2024-05-14 14:50:00,형 옆자리 예약좀,9,3,14,0,0,0,0,neutral,0,['예약']
안우섭,2024-05-14 14:51:00,ㅇㅇ,2,1,14,0,0,0,0,neutral,0,[]
안우섭,2024-05-14 14:51:00,나도 아직,5,2,14,0,0,0,0,very_negative,0,[]
안우섭,2024-05-14 14:51:00,수업 안들어감,7,2,14,0,0,0,0,negative,0,['수업']
안우섭,2024-05-14 14:51:00,이제,2,1,14,0,0,0,0,neutral,0,['이제']
안우섭,2024-05-14 14:51:00,올라가게,4,1,14,0,0,0,0,neutral,0,[]
건희,2024-05-14 21:41:00,동영상,3,1,21,0,0,0,1,neutral,0,['동영상']
안우섭,2024-05-14 21:42:00,누나,2,1,21,0,0,0,0,neutral,0,['누나']
안우섭,2024-05-14 21:42:00,누구야,3,1,21,0,0,0,0,negative,0,['누구']
안우섭,2024-05-14 21:42:00,첨보는데,4,1,21,0,0,0,0,neutral,0,[]
건희,2024-05-14 21:42:00,최예나,3,1,21,0,0,0,0,very_positive,0,['최예나']
안우섭,2024-05-14 21:42:00,대학교,3,1,21,0,0,0,0,neutral,0,['대학교']
안우섭,2024-05-14 21:42:00,축제함?,4,1,21,1,0,0,0,neutral,0,['축제']
건희,2024-05-14 22:06:00,엉,1,1,22,0,0,0,0,neutral,0,[]
건희,2024-05-14 22:06:00,한신대,3,1,22,0,0,0,0,neutral,0,['한신대']
안우섭,2024-05-14 22:07:00,벌써하냐,4,1,22,0,0,0,0,positive,0,['벌써']
안우섭,2024-05-14 22:07:00,예나햄 사실 잘 모름,11,4,22,0,0,0,0,positive,0,"['예나', '사실', '모름']"
건희,2024-05-15 13:16:00,사진,2,1,13,0,0,1,0,neutral,0,['사진']
건희,2024-05-15 13:16:00,과제 시작,5,2,13,0,0,0,0,neutral,0,"['과제', '시작']"
안우섭,2024-05-15 13:22:00,바탕화면,4,1,13,0,0,0,0,neutral,0,['바탕화면']
안우섭,2024-05-15 13:22:00,알지,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-15 13:22:00,?,1,1,13,1,0,0,0,neutral,0,[]
안우섭,2024-05-15 13:22:00,말안해도,4,1,13,0,0,0,0,neutral,0,['안해']
안우섭,2024-05-15 13:22:00,들리지,3,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-15 13:22:00,지금,2,1,13,0,0,0,0,neutral,0,['지금']
건희,2024-05-15 13:22:00,ㅇㅇ ㅋㅋㅋㅋ,7,2,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-15 13:23:00,ㅋㅋ,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-05-15 13:23:00,학교냐 저기?,7,2,13,1,0,0,0,neutral,0,"['학교', '저기']"
안우섭,2024-05-15 13:23:00,익숙한데좀,5,1,13,0,0,0,0,positive,0,[]
건희,2024-05-15 13:23:00,친구학교임,5,1,13,0,0,0,0,neutral,0,"['친구', '학교']"
안우섭,2024-05-15 13:23:00,의자가,3,1,13,0,0,0,0,neutral,0,['의자']
안우섭,2024-05-15 13:23:00,학교가 아니네,7,2,13,0,0,0,0,negative,0,['학교']
건희,2024-05-15 13:23:00,여기 사람 아무도 없다,12,4,13,0,0,0,0,very_negative,0,"['여기', '사람', '아무']"
건희,2024-05-15 13:23:00,약간 시골이라,7,2,13,0,0,0,0,negative,0,"['약간', '시골']"
건희,2024-05-15 13:23:00,힐링됨 ㅋ,5,2,13,0,0,0,0,neutral,0,['힐링']
안우섭,2024-05-15 13:31:00,숨쉬듯 비하,6,2,13,0,0,0,0,very_negative,0,[]
안우섭,2024-05-15 13:31:00,뭐하자느거야지금,8,1,13,0,0,0,0,very_negative,0,['지금']
건희,2024-05-15 13:36:00,아니 진짜 힐링됨 ㅋㅋㅋ,13,4,13,0,0,0,0,very_positive,0,"['진짜', '힐링']"
건희,2024-05-15 13:36:00,형 오늘 집에서 쉼?,11,4,13,1,0,0,0,neutral,0,['오늘']
안우섭,2024-05-15 13:41:00,스터디카페,5,1,13,0,0,0,0,neutral,0,"['스터디', '카페']"
안우섭,2024-05-15 14:29:00,Software Architecture 사례 조사,27,4,14,0,0,0,0,neutral,0,"['사례', '조사']"
안우섭,2024-05-15 14:29:00,이거는,3,1,14,0,0,0,0,neutral,0,[]
안우섭,2024-05-15 14:29:00,이거 오늘까지네,8,2,14,0,0,0,0,positive,0,['오늘']
건희,2024-05-15 14:29:00,지금 하는중,6,2,14,0,0,0,0,neutral,0,['지금']
안우섭,2024-05-15 14:29:00,영민이랑 너랑 해야함?,12,3,14,1,0,0,0,neutral,0,['영민']
건희,2024-05-15 14:29:00,ㅇㅇ,2,1,14,0,0,0,0,neutral,0,[]
건희,2024-05-15 14:29:00,근데,2,1,14,0,0,0,0,negative,0,[]
안우섭,2024-05-15 14:29:00,가능?,3,1,14,1,0,0,0,neutral,0,['가능']
건희,2024-05-15 14:29:00,나 1시부터하는중인데,11,2,14,0,0,0,0,neutral,0,[]
안우섭,2024-05-15 14:29:00,ㅇㅇ,2,1,14,0,0,0,0,neutral,0,[]
건희,2024-05-15 14:29:00,p2p 랑 블록체인 공부 조금하니까,19,5,14,0,0,0,0,neutral,0,"['블록', '체인', '공부', '조금']"
건희,2024-05-15 14:30:00,나 혼자해도 될듯한데,11,3,14,0,0,0,0,negative,0,['혼자']
안우섭,2024-05-15 14:30:00,ㅇㅇ,2,1,14,0,0,0,0,neutral,0,[]
안우섭,2024-05-15 14:30:00,ㅇㅋㅇㅋ,4,1,14,0,0,0,0,neutral,0,[]
건희,2024-05-15 14:30:00,ppt를 둘이서 만들 수 있음?,17,5,14,1,0,0,0,neutral,0,['둘이서']
안우섭,2024-05-15 14:30:00,니가 자료조사 다 하고,12,4,14,0,0,0,0,negative,0,"['자료', '조사']"
